question,class,answer,drug,doctor,speciality
Allergic for cold weather and conditions and dust sneezing throat each ing eye each ing water in nose,cold and cough,I usually do allergy testing for this.And give immunotherapy which give permanent solution,https://1mg.com/drugs/alrgee-120mg-tablet-620262,Dr. Vijay Verma,ENT
"I have watery nose and sneezing, appears to be due to allergy.",cold and cough,It is mostly allergic rhinitis. You have to take long term antihistamine and flutiflo nasal spray,https://1mg.com/drugs/alrgee-120mg-tablet-620262,Dr. Shubhra Chandan Pradhan,ENT
"Blocked nose runny nose saradi Blocked nose, runny nose, problem in taking breath uneasiness",cold and cough,Appears allergic get serum IgE level check and revert,https://1mg.com/drugs/alrgee-120mg-tablet-620262,Dr. Vijay Verma,ENT
Asthama Dr. recommended Creston plus. syrup.,other,what are your symptoms at present,https://1mg.com/drugs/ambrodil-plus-rf-syrup-340760,Dr. Sunil Sekhri,Diabetology
Can alkof plus syrup given to m Shall I give alkof plus syrup to my daughter of 3yr old.how much ml need to be given,other,Dr need a final diagnosis or provisional diagnosis to suggest you investigations or medicine or give opinion. Diagnosis cannot be done without taking in to consideration details of history and findings of clinical examination of patient. Advice given without doing clinical examination can be imperfect or some time harmful to patient. There are many underlying causes of patient?s symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of patient. Please consult me or any other Paediatrician.  will take detail history and will examine patient in detail. All information will be used to determine exact underlying cause of problem. Depending upon cause  will prescribe you treatment. At time  may ask you relevant investigations if necessary. Patient may need antibiotics and/or other prescription drugs. It is mandatory for the customer to have a prescription for the prescription medicines he/she is procuring. Valid prescription/advise cannot be given without diagnosis.,https://1mg.com/drugs/ambrodil-plus-rf-syrup-340760,Dr. Gopal Bansilal Samdani,Paediatrics
Eyelid swelling due to insect bite Maxmoist eye drop used but still there is swelling,other,Take ibugesic plus syrup 1tsf bd,https://1mg.com/drugs/ambrodil-plus-rf-syrup-340760,Dr. Richa Jain,Ophthalmology
"Cough is not getting extracted, though taking cough syrup alkof Before that I've taken citrizine tablet ctz",cold and cough,take AUGMENTIN 625 mg twice daily for 3 dayssyrup Grilinctus 5ml twice daily for 5 daysOMEZ D once daily in empty stomach for 5 days,https://1mg.com/drugs/alkof-dx-syrup-156428,Dr. Pushkar Mani,Physician
What is a dry and productive cough syrup for baby,cold and cough,In dry cough cough suppressants are used. In productive cough mucolytics are used.,https://1mg.com/drugs/alkof-dx-syrup-156428,Dr. Gopal Bansilal Samdani,Paediatrics
Having telvas am for last 3-4 years. Any side effect of thismedicine. Having problem of accute acidity,acidity,"Dry cough, ankle swelling sometimes",https://1mg.com/drugs/alkof-dx-syrup-156428,Dr. Sfurti Mann,Internal Medicine
I am having chronic dry cough since last 3 days. It aggravates during the night leading to a disturbed sleep. I have been using betadine gargle for 2 days but no improvement.,cold and cough,Betadine gargle won't help for dry cough,https://1mg.com/drugs/alkof-dx-syrup-156428,Dr. Varun Manoj Wadhwani,General Practitioner
I have dry cough from 13 days I take medicine but no relief,cold and cough,Dry cough is usually allergic. Need proper clinical examination.,https://1mg.com/drugs/alkof-dx-syrup-156428,Dr. Shubhra Chandan Pradhan,ENT
During pregnancy Rabemac-dsr tablet or ALKACITRAL syrup safe or not,other,Hi PATIENT  Rabemac is safer than the syrup in early pregnancy. Syrups can be used only after 2 nd trimester.,https://1mg.com/drugs/alkacitral-liquid-194679,Dr. Megha Tuli,Obstetrics and Gynaecology
I have kidney stone. 3.5mm I have more pain right side.,other,3.5 mm kidney stone doesn't cause pain,https://1mg.com/drugs/alkacitral-liquid-194679,Dr. Praveen Pushkar,Urology
Remove one kidney in Aug .2015 Now I always feel gas,other,Its not related to the kidney stone removal.,https://1mg.com/drugs/alkacitral-liquid-194679,Dr. Praveen Pushkar,Urology
Kidney stones treatment 12mm stone in kidney,other,"Please elaborate your symptoms, history, treatment and investigations done.",https://1mg.com/drugs/alkacitral-liquid-194679,Dr. Saurav Arora,Homeopathy
Can we intake Moxikind CV 1 Mg with Zerodol-P in viral fever?,fever,It is an antibiotic so usually used in infections . Though viral fever does not need antibiotics,https://1mg.com/drugs/almox-cv-625-tablet-507201,Dr. Anshum Aneja Arora,Pulmonology
I am having severe pain in my gum. It has become swollen also. Suggest a soft painkiller,other,Start using Tab moxikind cv 625 mg Tab Zerodol p Tab Rantac 150 mg For 3 daysAfter dat consult a dentist,https://1mg.com/drugs/almox-cv-625-tablet-507201,Dr. Reema Mangaliyil,Dental Surgery
I have cavity problem suggest me any good tablets now I am using moxikind CV 625 and zerdol p .these are good or bad,other,This r for infectionFor cavity go for filling or root canal,https://1mg.com/drugs/almox-cv-625-tablet-507201,Dr. Rohan Bhatt,Dental Surgery
m suffering from pain on above eye.like a small pimple type happen.i have used antibiotic amoxicillin & potassium clavunate (Eros CV 625).N pain killer tablet diclotal - Mr I have aused for two days course.mrng n evening.,other,The treatment is okay. . Take it for 5 days. Do warm compresses also,https://1mg.com/drugs/almox-cv-625-tablet-507201,Dr. Richa Jain,Ophthalmology
"There are red rashes occurring in foreskin I cleaned it, but reappear after some time",other,Take tab covatil 500mg cv for five days,https://1mg.com/drugs/almox-cv-625-tablet-507201,Dr. Vinod Raina,Sexology
There is a red dots appearing in the end of me penis it comes frequently why it is coming,other,Take tab covatil 500mg cv for five days,https://1mg.com/drugs/almox-cv-625-tablet-507201,Dr. Vinod Raina,Sexology
I am a Bodybuilder. I want to take Aquaviron Injection for muscle Growth. Is there any precution should be taken for that? Is there any side effect?,other,"Testosterone if taken in excess can cause frequent erections, prostrate pronlems, kidney problems, acne, loss of hair etc etc so unless u have a deficiency it is not indicated just for muscle growth",https://1mg.com/drugs/aquaviron-injection-1ml-182339,Dr. Pranay Gandhi,Sexology
My son born as 7.5 month premature.he has hypospadia problem in his penis.might gone through surgery.plz suggest Is there any kind of risk related to his health. Dr.has suggested to take to testoviron injection approx 3 as his penile growth is less.is dere any kind of side effect. Plz reply Injection name aquaviron 25 mg.is there any kind of risk after surgery.,other,please consult to endocrinologist or child specialist. Please do investigation to make diagnosis.,https://1mg.com/drugs/aquaviron-injection-1ml-182339,Dr. Gopal Bansilal Samdani,Paediatrics
I want to know about hypogonadism. I think that I've some of indications of it.,other,Hi Kindly consult nearest doctor,https://1mg.com/drugs/aquaviron-injection-1ml-182339,Dr. Deepak Kumar Soni,Ayurveda
My LH is 12.47 .Is it normal? What should I do?,other,Hi I have gone through your reportsAs your LH level is highSuggesting of primary hypogonadismConsult physician for the further guidance,https://1mg.com/drugs/aquaviron-injection-1ml-182339,Dr. Priyanka Shekhar,General Practitioner
"not enough testosterone production masal strenth low stamina low testis size smale for bad habbet masterbetion now facing p.e, e.d,and i think its call hypogonadism",other,1.stop smoking and alcohol 2.join a gym and reduce weight. Do weight lifting exercises. 3.tablet sildenafil or viagra 1 tablet 1 hour before sexual activity. 4.Get tested so that u don?t have any of the following causes: 1.heart diseases 2. diabetes 3.neurological problems 4.hormonal problems 5.drug side effects,https://1mg.com/drugs/aquaviron-injection-1ml-182339,Dr. Pranay Gandhi,Sexology
How to increase male semons to take food How to increase male semons,other,1.stop smoking and alcohol 2.join a gym and reduce weight. Do weight lifting exercises. 3.tablet sildenafil or viagra 1 tablet 1 hour before sexual activity. 4.Get tested so that u don?t have any of the following causes: 1.heart diseases 2. diabetes 3.neurological problems 4.hormonal problems 5.drug side effects,https://1mg.com/drugs/aquaviron-injection-1ml-182339,Dr. Pranay Gandhi,Sexology
"Gyenocomastia, male breast reduce",other,Kindly share hormonal reports,https://1mg.com/drugs/aquaviron-injection-1ml-182339,Dr. Deepak Kumar Soni,Ayurveda
"Is there have any medicine 4 PD Hi sir ,good afternoon My father is suffering from Parkinson's disease since last 3years. Recently he is taking syndopa plus revemer 3,Ropark 25 and amantrel I am not getting any positive results",other,https://www.1mg.com/otc/zandopa-powder-otc237392,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Deepak Kumar Soni,Ayurveda
"Parkinson's disease tremors ,Insomnia.",other,Use Dhanadanayanadi kashayam 15ml twice a day with 15 ml water before food and Zandopa 10 grams twice a day witk milk after food and Tab Dhanvantari Vati 1-0-1 after food for 2 months,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Ravi Shankar M.,Ayurveda
Parkinson in Right hand and Right leg since last 10 Years using below Medline but not getting permanent solution What I should do ? Now feeling Lack of Confidence & Memory 1-AMANTREL 100 MG CAPSULE 2-SYNDOPA PLUS TABLET 3-PRAMIROL SR 0.52MG TABLET 4-PACITANE 2 MG TABLET,other,Tab censpram 5 mg daily,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Vikas Sharma,Neurology
Parkinson's disease for 25 yrs. Taking allopathy Suggestions needed,other,Kindly consult to any good Ayuvedic Panchkarma center. Panchkarma therapy will give you some result .,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Deepak Kumar Soni,Ayurveda
"My mother suffering from Parkinson disease from 7 year , any affective medicine ?? Both hand and leg is shaking ,hardly stand up from bed himself, using parking tablet, syndopa plus and parkitidin",other,Dear sir Parkinson's can only be managed with Homeopathy. There are few medicines which are used to improve quality of life and decrease disease progression,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Saurav Arora,Homeopathy
My father suffering from Parkinson's disease Suffering from last 7year Treatment is going on of neurologist,other,yes than what is the problem,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Pushkar Mani,Physician
"treatment for Parkinson's disease taking now syndopa cr 125, raslect n other medicine isn't this disease fully curable pls help n give u r opinion",other,MEDICINE CONTROLS THE SYMTOMS. IF MEDICINES FAIL TO CONTROL THE DEEP BRAIN STIMULATION SURGERY IS BEING DONE.,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Ravindra Srivastava,Neuro Surgery
"At times my fingers shiver when I hold cup, paper etc it's subconscious as in I do not notice it person Accompanying me notices I have no other health issues. Does this indicate Parkinson's disease? How is it diagnosed?",other,not sure; show to neuro,https://1mg.com/drugs/amantrel-tablet-535640,Dr. Vikas Sharma,Neurology
Coughs oly during sleep. Asthalin and pcf 4 ml each guven. Pls advise,cold and cough,There are many underlying causes of Patient?s symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of patient. Please consult me or any other Paediatrician.  will take detail history and will examine patient in detail. All information will be used to determine exact underlying cause of problem. Depending upon cause  will give opinion and prescribe you treatment. At time  may ask you relevant investigations if necessary.,https://1mg.com/drugs/asthalin-4-tablet-70804,Dr. Gopal Bansilal Samdani,Paediatrics
I have undergone angioplasty in feb 2016. Tablets prescribed Prolomet 25 Clopilet 75 Aztor 40 Tozar H Ismo 20 I would like to know these tablets are essential or can I use the first three Tozar H,other,Please consult physician to assess Ur status and. Change Medicine if required,https://1mg.com/drugs/aztor-40-tablet-389544,Dr. Saurabh Arora,Cardiology
"Watering of nose since y'day right nostrum, Sneezing, right sided headache, due to exposure to cold n dry air.",cold and cough,"You may take Allium cepa 30, 4 drops in half cup water thrice daily for 3 days. In case symptoms worsen you must visit a doctor and take treatment under supervision",https://1mg.com/drugs/air-m-tablet-560302,Dr. Saurav Arora,Homeopathy
in morning due to cold air I am haveing problem of sneezing.,cold and cough,Ok since how many months you are suffer from,https://1mg.com/drugs/air-m-tablet-560302,Dr. Ankur Kumar Tanwar,Ayurveda
"Irritation in left nasel septum when air pass in left nasel cavity due to that itching,runny nose, chest infaction is the result",cold and cough,"Put shad bindu oil drops in each of your nostrils,giloy ghan vati 2 tablet twice, Chavyanprsh 1 spoon twice with milk",https://1mg.com/drugs/air-m-tablet-560302,Dr. Aanchal Maheshwari,Ayurveda
Suffering cold in summer due to AC exposure. How to prevent such cold.,cold and cough,Get regular cleaning of AC filters. Avoid direct exposure to AC air,https://1mg.com/drugs/air-m-tablet-560302,Dr. Sunil Sekhri,Diabetology
"I am having some allergic issues. Done one blood test of allergies. Found that i am allergic to wheat. Can i get rid of this allergies. Even after leaving it i am facing issues like running nose, having sticky and ichy throat.",cold and cough,You can visit me at my clinic in gurgaon I m specialist in it,https://1mg.com/drugs/air-m-tablet-560302,Dr. Vijay Verma,ENT
"I have problems of acne should I go for chemical peeling I m doing the treatment since six months n right now using acnovate gel, acnesol gel,lacne 20 cap.,with prescription of doc.",other,peels will help your pimples and marksskinaid clinic gurgaon 9XXXXXX,https://1mg.com/drugs/acnesol-a-nano-gel-142805,Dr. Atula Gupta,Dermatology
"My face have lots of acne and wrinkles. I use now fash face wash,acnesol gel nd brevoxyl cream.after use these products acne is now decrease but wrinkles is very increase. Plz tell me something about this problem",other,Nadoxin gel at night over pimples,https://1mg.com/drugs/acnesol-a-nano-gel-142805,Dr. Atul Jain,Dermatology
"I am using zitclin,yuvinie sunscreen with skinblesslite at morning and acnesol a nano gel with skinblesslite at night as I prescribed by doctor.Before 2 days am having irritation,peel on my skin and my lips are getting dry and cracked.I felt burning sensation on my face .Please help me I m out of station.",other,Moisturex soft cream twice a day meanwhile visit skin specialist for proper examination and treatment,https://1mg.com/drugs/acnesol-a-nano-gel-142805,Dr. Atul Jain,Dermatology
"sir i am suffering with pumpils,already i treated with acnesol ointment,i didn't get better solution,so please suggested with me better medicine",other,Apply multani mitti wtih rose water (in oily skin) & milk (in dry skin) 2 times in a week.use this home remedy,https://1mg.com/drugs/acnesol-a-nano-gel-142805,Dr. Deepak Kumar Soni,Ayurveda
"From last one month I am using Acnelak soap , sunban lotion and I apply acnesol once in a day bur still have skin problems , please do let me know what can be done.",other,u need oral medication visit a dermatologist nearby for prescription,https://1mg.com/drugs/acnesol-a-nano-gel-142805,Dr. Souvik Sardar,Dermatology
Bp is 130/90 do I take medicine Alzolam 0.25,other,Y taking that medication,https://1mg.com/drugs/alzolam-0.5mg-tablet-42498,Dr. Saurabh Arora,Cardiology
Di continuation of alzolam and nexito.My mother has been taking nexito 20 mg once a day and alzolam 0.5 mg twice a day for the past 4 years as she had been suffering from anxiety.Now she seems to be fine. 1. How do we stop taking these drugs and is there a need to stop. 2.Will they cause serious withdrawal symptoms or cause any seizures etc. 3. Can it cause tge anxiety to return.,other,"Based on your clinical history, your doctor plans the type of medicine and it's dose and duration. For first episode of anxiety/ depression/ panic, the usual maintenance phase is 6 months of asymptomatic period, after which medicines can be gradually tapered. But treatment may need to continue longer depending on severity and frequency of episodes. To take any decision to change medication or stop them, several factors have to be taken in account for which regular follow up with your psychiatrist is important. For second opinion, seek a proper consultation with another psychiatrist and take along your previous prescriptions.",https://1mg.com/drugs/alzolam-0.5mg-tablet-42498,Dr. Jyoti Kapoor Madan,Psychiatry
Hi my mother has been taking nexito 20 mg once a day and Alzolam 0.5 twice a day for 4 years. She had been prescribed this as she was suffering from anxiety / depression. As now she is ok we wanted to taper it off.And out psychiatrist asked her to make is nexito 10 mg and Alzolam 0.25 mg morning and 0.5 mg night. And review after two months.Pls advice if this is fine and can there be some withdrawal symptoms.,other,"Based on your clinical history, your doctor plans the type of medicine and it's dose and duration. For first episode of anxiety/ depression/ panic, the usual maintenance phase is 6 months of asymptomatic period, after which medicines can be gradually tapered. But treatment may need to continue longer depending on severity and frequency of episodes. To take any decision to change medication or stop them, several factors have to be taken in account for which regular follow up with your psychiatrist is important. For second opinion, seek a proper consultation with another psychiatrist and take along your previous prescriptions.",https://1mg.com/drugs/alzolam-0.5mg-tablet-42498,Dr. Jyoti Kapoor Madan,Psychiatry
"I was taking nexito 5 , alzolam 0.25 for depression and my mother was prescribed to take alzolam 0.25 and doreme 50 for high blood pressure due to anxiety and tension for 10 days.Now medicines are over and we couldn't take an appointment with our doctor as he is out of station. So is dis continuance of nexito 5 and doreme 50mg requires consultation of doctor?",other,"You should be under regular psychiatric followup but if for the time being your doctor is unavailable, continue medicines . If you don't have the medicines, a fresh prescription will be needed for which you will need to visit another psychiatrist.",https://1mg.com/drugs/alzolam-0.5mg-tablet-42498,Dr. Jyoti Kapoor Madan,Psychiatry
Quick recovery 4 cold & cough medicine like oral drop,cold and cough,Need proper clinical examination first. Try alerfix total,https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
Have cold for about a week. Have taken medicine for 6 days. 2 tablets per day of cheston cold total and 1 tablet per day of Azax-500 Everything is good except for the nose running. Still a lot of Phlegm. What should i do next.,cold and cough,Take flutiflo nasal spray and ALERFIX TOTAL bed time,https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
having problem of cold cough frm last 2 days nd blocking if nose due to cough,cold and cough,Try ALERFIX total twice daily and consult an ENT surgeon for proper clinical examination,https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
Coughing since five days. Dry cough and no running nose,cold and cough,It can be allergic or infective. Try ALERFIX TOTAL and consult an ENT specialist for proper clinical examination,https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
I have cough. While cough I feel pain in throat and chest. I smoke What medicine should I take,cold and cough,"Stop smoking, try ALERFIX TOTAL and may need antibiotics depending on severity. Consult an ENT specialist nearby",https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
I'm suffering from cold from past 10 days. Usually I don't prefer to take medicine so I haven't had anyone yet and only putted Vicks on nose but it hasn't worked. What should I do ?,cold and cough,Try ALERFIX total twice daily and consult an ENT specialist nearby. May need antibiotics depending on severity,https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
I?m having cold 365 days local ENT suggested me allegra m and alerfix total is there anything better then that,cold and cough,Mostly you are having allergic rhinitis. For allergic rhinitis this is the treatment. For permanent solution get a serum ige done. If high can go for allergy skin prick test and immunotherapy,https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
Suffering from cough and cold since last three days. Can you suggest me some cough syrup and tablets?,cold and cough,It can be infection in chest or throat. Treatment depends on severity. Try tab ALERFIX TOTAL and consult an ENT specialist nearby for proper clinical examination,https://1mg.com/drugs/alerfix-total-tablet-sr-329203,Dr. Shubhra Chandan Pradhan,ENT
Everyday after having my bath my eyes becomes blood red in colour.tried many diffrent soaps.but still the issue not solved.Later a optician told that its a soap allergy.he recommended a drop ANDRE PLUS.what i need is a anti allergy soap.,other,You can use baby soap (mild hence may cause less allergy) Also meet a dermatologist also,https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Vishal Arora,Ophthalmology
Cold urticaria skin and allergic disease,other,Tab.Montair FX one at night for 2 weeks then switch to Tab.Montair one at night for 2 weeks.Tab.Zentel 400mg one tablet only.Check for Dental caries.Linical lotion over affected areas. Follow up after 4 weeks.,https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Atula Gupta,Dermatology
Plaese sar prieshcrab this chronic allergic disease,other,Your Question is not very clear to me . Please ask your question more clearly and in detail and also try be more specific and descriptive.,https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Gopal Bansilal Samdani,Paediatrics
Allergic irritaton in eye dewto dust,other,Use eyedrop refresh tears 4 times a day. Visit doctor for eye examination and treatment under supervision,https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Richa Jain,Ophthalmology
Allergic red eyes and appear layer in eye,other,Zylopred eyedrops thrice daily for 1 week then twice daily for 1 week Refresh liquigel eyedrops thrice daily for 1 month,https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Vishal Maniar,Ophthalmology
Eye weak and allergic also for dust and summer,other,You may use Euphrasia eye drops twice daily,https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Saurav Arora,Homeopathy
My i lids have swolen due to some alergy. What medecin i should take and can i do ice massage on it,other,"zymar 0.3%eye drop 2drops in each eye 3 times a day , it contain gatifloxacin, if u allergic to it donot take",https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Pushkar Mani,Physician
Hmd or cone dystrophy of eye disease,other,Cone dystrophy is a genetic disease can't be cured,https://1mg.com/drugs/andre-i-kul-eye-drop-156222,Dr. Richa Jain,Ophthalmology
Heart pain & left heand pain.,other,How is her blood pressure,https://1mg.com/drugs/aten-50-tablet-134545,Dr. Nabajit Talukdar,Cardiology
"I have high blood pressure, used Aten am, tablet, but my sex is very quickly sperum coming out, pl I want long time needed in sex what medicine can you suggest",other,"mix 100 gm of Ashwgandha powder, 100 gm musli powder, 100 gm kaunch been churan, 50 gm gokshur churan, 50 gm shatavari powder, 5gm vang bhasm, 10 gm sukrastambhan vati. mix all and then take 1 spoon twice with milk",https://1mg.com/drugs/aten-50-tablet-134545,Dr. Aanchal Maheshwari,Ayurveda
How to maintenance our heart for prevent from blood pressure & hard attack,other,"Take balanced diet, a simple life style , Do yoga on regular basis",https://1mg.com/drugs/aten-50-tablet-134545,Dr. Deepak Kumar Soni,Ayurveda
Painful urinal and whitish puss discharge from penis I have consulted one of the physician he prescribed me norflox400 and anafortan and alkasol syrup it's been 30 hours no improvement I wanted to make sure that these medicine will work or not please help me out,other,wait for 2 days,https://1mg.com/drugs/anafortan-syrup-461237,Dr. Pranay Gandhi,Sexology
"When stomach empty head pain start. Vapour hike in head. After drinking tea dyspepsia start, tongue became acidic. What is the solution Sir?",other,avoid tea; take regular meals; if problem persists show to neurologist,https://1mg.com/drugs/actapro-tablet-338098,Dr. Vikas Sharma,Neurology
How to acquire medical abortion?,other,plz visit a gyanec in person and get an ultrasound done. abortificients are only prescribed after ultrasound by a registered partitioner in person to avoif its misuse,https://1mg.com/drugs/a-kare-combipack-153420,Dr. Asmita Kaundal,Obstetrics and Gynaecology
I did medical abortion yesterday I had heavy bleeding and clots . What if the abortion does not take place completely ?,other,Wait for a week or 10 days. Generally the bleeding continued for a week. Get an USG done after 2 weeks to check that there is nothing inside the uterus.,https://1mg.com/drugs/a-kare-combipack-153420,Dr. Suman Rao,Obstetrics and Gynaecology
Had medical abortion 2 months back and now iam having strong pain during my periods. And having strong pain in my right side where ribs are there. Also while having food the ribs are paining. And some times I feel pain in lower abdomen. I have done a ultrasound scanning and the report is attached with this query.,other,plz see a surgen for ur problem,https://1mg.com/drugs/a-kare-combipack-153420,Dr. Asmita Kaundal,Obstetrics and Gynaecology
My mensuration cycle was on 19 may but not had after pregnancy test its positive but I don't want to have this baby as my baby is just 14 months old Please suggest me medicine name,other,No abortion medicine can be advised online as these medicines needs to be taken under medical supervision as these can have side effects. It is advised that you should visit a gynaecologist so that you can have safe abortion under a medical advise.,https://1mg.com/drugs/a-kare-combipack-153420,Dr. Jyotsna Gupta,Obstetrics and Gynaecology
"Sir, i m 56 days of pregnancy. I m married and i do not want baby now. Is medical abortion is legal in india. And can i do that at home by taking tablet. Is there heavy blooding after taking it.",other,Yes it's legal. Consult a Gynae nearby. Don't take tab of your own,https://1mg.com/drugs/a-kare-combipack-153420,Dr. Suman Rao,Obstetrics and Gynaecology
Hi Last month I had an Medical abortion on 26th August. Just wanted to know whether I can have sex with my boyfriend so early. Generaly we use precaution but some time we used Ipill and this time it did not work. Also if you can suggest me some pills like Saheli. I have never used Saheli but had heard lot of time through my friends. So just wanted to make sure of it.,other,Try using loette tablets starting from 2nd day of your periods for 21 days.start next pack from 2nd day of next period.Whereas as sec is concerned please use contraceptives like condoms or pills. I pill is not fail proof and should be used only in emergency cases like once a year or so.,https://1mg.com/drugs/a-kare-combipack-153420,Dr. Megha Tuli,Obstetrics and Gynaecology
Two months ago medical abortion exersised. was last menstruating day On that day pregncy test shows positive What to do Is it possible,other,Hi PATIENT  to 1mgdoctors. If your test shows positive then yes you are surely pregnant.If you still have a doubt you can repeat the test.,https://1mg.com/drugs/a-kare-combipack-153420,Dr. Megha Tuli,Obstetrics and Gynaecology
"I got pragnent twice During first time, periods started after 7 weeks and doctor suggested for abortion. And we opted medical abortion During second Pragnancy, period started during 6th weeks Doctor asked for sonography and after seeing sonigraphy doctor gives us tablets. But after 15 days sonography shows no growth in baby. Doctor asked for abortion, doctor opted medical abortion. Please tell the reason behind repeated miscarriage.",other,"It's very difficult to tell the reason without going through all the investigations and without examining the pt. Please consult a  nearby. Get your thyroid profile, APLA screen done if they have not been done before",https://1mg.com/drugs/a-kare-combipack-153420,Dr. Suman Rao,Obstetrics and Gynaecology
Heavy cough and sneezing.nose filled with mucus .,cold and cough,"Dr need a final diagnosis or provisional diagnosis to suggest you investigations or medicine or give opinion. In present situation diagnosis cannot be done without taking in to consideration details of history and findings of clinical examination of patient. Advice given without doing clinical examination can be imperfect or some time harmful to patient.There are many underlying causes of Patient?s symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of patient. Please consult me or any other Paediatrician.  will take detail history and will examine patient in detail. All information will be used to determine exact underlying cause of problem. Depending upon cause  will prescribe you treatment.For cough, cold -- Prevent dehydration. Fluids may help thin secretions and soothe an irritated throat. Dry, hacking coughs respond to honey in hot water, tea, or lemon juice. Drink plenty of fluids to replace those lost from sweating and having a runny nose, get plenty of rest, eat healthily ? a low-fat, high-fibre diet is recommended, including plenty of fresh fruit and vegetables. OTC drugs, gargling with salt water and sucking on menthol sweets can help relieve a sore throat and blocked nose, are generally safe for older children and adults to take, but might not be suitable for babies, young children. Avoid applying Vicks VapoRub to babies and toddlersPatient may need antibiotics and/or other prescription drugs. It is mandatory for the customer to have a prescription for the prescription medicines he/she is procuring. Valid prescription cannot be given without diagnosis.",https://1mg.com/drugs/alkof-syrup-289371,Dr. Gopal Bansilal Samdani,Paediatrics
"DRY COUGH WITH THROAT INFECTION,HEAD ACHE. MUCUS. & FEVER",cold and cough,It can be rhinosinusitis with pharyngitis. Need proper clinical examination for diagnosis. Consult a doctor,https://1mg.com/drugs/alkof-syrup-289371,Dr. Shubhra Chandan Pradhan,ENT
My PATIENT  cough with mucus. What is the remeady?,cold and cough,since how long she havingsyrup Grilinctus 2tsf thrice daily can helpand also give her levofloxacin 500mg twice daily for 3 days and Omez 20 mg Once daily in empty stomach for 3 days,https://1mg.com/drugs/alkof-syrup-289371,Dr. Pushkar Mani,Physician
Which type of should I take to get rid of chickenpox,fever,Tab acivir 800 four times a day but under supervision of skin specialist,https://1mg.com/drugs/acivir-800-dt-tablet-58313,Dr. Atul Jain,Dermatology
Dry cough and chest congestion,cold and cough,Syp Alex twice daily Tab Telekast L at night Steam inhalation Get chest examined by a physician and chest X Ray CBC ESR IgE levels FBS tests,https://1mg.com/drugs/alex-l-cough-syrup-mango-482785,Dr. Sfurti Mann,Internal Medicine
Mile pain heavy from 3 months klndly,other,Apply Dynapar QPS spray and take Tab Ace-Proxyvon twice daily and Tab Flotrip-forte thrice daily for 5 daysShare recent x-rays,https://1mg.com/drugs/ace-proxyvon-cr-tablet-209318,Dr. Akshat Goel,Orthopaedics
My teeth is paining very much what to do,other,take one amox.500mg thrice a day and diclomol thrice a dayis there any cavity in your tooth,https://1mg.com/drugs/amox-500mg-capsule-44812,Dr. Bhawna Gautam,Preventive Dentistry
Is it ok to take Amox 500 for 10 days twice daily?,other,Antibiotics course is for 5 or7 day,https://1mg.com/drugs/amox-500mg-capsule-44812,Dr. Rohan Bhatt,Dental Surgery
Toothace with swelling.have taken amox 500 twice a day and rloc 150 twice a day,other,Take Tab Moxclav 625 mg Tab Metrogyl 400 mg Tab Meftal Forte Tab Opta D twice a day for 3 daysAfter dat consult a dentist and get ur teeth treatedHope u r nt allergic to any medicines and not on any oder medication,https://1mg.com/drugs/amox-500mg-capsule-44812,Dr. Reema Mangaliyil,Dental Surgery
lactating mother.breast absces not healing wat to do frm last 9 days daily dressing.with rx amox clav.chymoral.antacid etc,other,Dressing is the only thing that you can do. Take antibiotics along with this,https://1mg.com/drugs/amox-500mg-capsule-44812,Dr. Suman Rao,Obstetrics and Gynaecology
